Student,Text,No evidence,Target phenomena,Set-up conditions,Entities,Activities,Properties,Organization,Chaining
T,Yeah.,1,0,0,0,0,0,0,0
X,Um. Ah here we go. Good old Glen. Alright. Let's see here. The engine pressure ratio... the total pressure across the whole system... ,1,0,0,0,0,0,0,0
T,The compression - compressor pressure ratio. I mean we do also have our like energy conservation things for like a compressor.,1,0,0,0,0,0,0,0
X,Yeah we could just use that.,1,0,0,0,0,0,0,0
T,Of like you know delta E equals.,1,0,0,0,0,0,0,0
X,Ok. Let's do that. That's probably - ,1,0,0,0,0,0,0,0
T,Does that give use everything we need then?,1,0,0,0,0,0,0,0
X,I think it might. Um.,1,0,0,0,0,0,0,0
T,"I don't - they don't give us enthalpy, which if we have specific heat we can work backwards to get temperature. I don't - I just - I'm not quite sure how much um -",1,0,0,0,0,0,0,0
X,How far they want us to actually take this?,1,0,0,0,0,0,0,0
T,Yeah. ,1,0,0,0,0,0,0,0
X,Yeah. ,1,0,0,0,0,0,0,0
T,I - like there's stuff we could take it somewhat far. Like.,1,0,0,0,0,0,0,0
X,I found a page in French that gives all the information we want. ,1,0,0,0,0,0,0,0
T,Love that.,1,0,0,0,0,0,0,0
X,Um.,1,0,0,0,0,0,0,0
A,In French.,1,0,0,0,0,0,0,0
X,Yeah. Um.,1,0,0,0,0,0,0,0
T,Um. ,1,0,0,0,0,0,0,0
X,I just don't know what any of these are.,1,0,0,0,0,0,0,0
T,Air compressor. That's negative... equals... just...,1,0,0,0,0,0,0,0
X,Oh hey got temperature versus entropy diagram for a jet engine. ,1,0,0,0,0,0,0,0
T,Oh. ,1,0,0,0,0,0,0,0
X,For like different stages. Let's see here. Pressure,1,0,0,0,0,0,0,0
T,"I mean so would for a compressor, would kinetic energy matter? I mean my notes say it doesn't always, but I feel like there's gonna be a -",1,0,0,0,0,0,0,0
X,Well.,1,0,0,0,0,0,0,0
T,- change in velocity that's - ,1,0,0,0,0,0,0,0
X,So.,1,0,0,0,0,0,0,0
T,- gonna be somewhat significant.,1,0,0,0,0,0,0,0
X,So the velocity coming in we know what that is.,1,0,0,0,0,0,0,0
T,Yeah.,1,0,0,0,0,0,0,0
X,"Cause that's just the free stream air coming in, right. ",1,0,0,0,0,0,0,0
T,Yeah.,1,0,0,0,0,0,0,0
X,So we that that was like what was it like twenty-five hundred feet per second. And then um.,1,0,0,0,0,0,0,0
A,I don't know.,1,0,0,0,0,0,0,0
X,Yeah and then but we don't know really what it is going out. And part of why we won't know what it is going out is we don't know what the appropriate nozzle looks like on the back end of this motor.,0,0,0,0,0,0,1,0
T,Yeah. ,1,0,0,0,0,0,0,0
X,"Unfortunately, and I can tell you that in the real world, the nozzles on jet engines are literally done by guess and check. Like they just build a bunch of different nozzles and stick it on and go how much thrust do we get there ok how bout now ok how bout now. Like that's.",0,0,0,1,0,0,0,0
T,Is that simply because the calculations for that are -,1,0,0,0,0,0,0,0
X,Yeah I think I think.,1,0,0,0,0,0,0,0
T,- not accurate enough?,1,0,0,0,0,0,0,0
X,Um. I'm not actually yeah I don't know exac - I think it's just that it's very difficult to know cause the nozzle affects the rest of the system.,0,0,0,0,1,0,0,0
T,Right it's too many factors. ,1,0,0,0,0,0,0,0
X,So yeah so it's easier to. So like or the other way to do it is you just um you make it where the nozzles are variable and then you put the whole thing on a thrust stand and then you just go like ok how bout now? Alright how bout we you know. ,0,0,0,1,0,0,0,0
T,I like not even commute like simulation models and stuff?,1,0,0,0,0,0,0,0
X,"Well so CFD is is um it's getting better but like so um so this one professor that I heard say this he's like ok so everybody thinks that oh well CFD's just gonna get good enough that uh one day we won't need wind tunnels we won't need to do this stuff. And he's like alright so let's imagine a computer with as many transistors as there are atoms in the sun and he went through and he calculated ok the typical spacing is this so at the speed of light, the fastest they could communicate would be this fast, and he went through and he's like alright so assuming that's our computer, it would take something like a hundred years for it to compute where every atom um went across the wing on a 747, and it was like it's like so we're not - we're never gonna - Like it's -",1,0,0,0,0,0,0,0
T,So it's a no. ,1,0,0,0,0,0,0,0
X,Yeah so it's like so there's always gonna be assumptions. There's always gonna be like -,1,0,0,0,0,0,0,0
T,Yeah. ,1,0,0,0,0,0,0,0
X,- approximations um to make things -,1,0,0,0,0,0,0,0
T,Yeah.,1,0,0,0,0,0,0,0
X,"- you know and averages and stuff um so but yeah so um that's interesting though. I mean I wonder I wonder - you know the other thing too is sometimes some of the things that um that I - some of the people that I work with, they may uh I mean they're all pretty old so it may also be that -",1,0,0,0,0,0,0,0
T,Right it may have changed a bit.,1,0,0,0,0,0,0,0
X,- that things have changed. But um I mean as of,1,0,0,0,0,0,0,0
T,Still super interesting. ,1,0,0,0,0,0,0,0
X,"I think I was told that like two years ago, so it's you know the place I worked is not that un-cutting edge. It's NASA, so I think they know what they were doing. ",1,0,0,0,0,0,0,0
T,Yeah. I hope. Um.,1,0,0,0,0,0,0,0
X,But there are a lot of old people there so so it's um.,1,0,0,0,0,0,0,0
T,That's fair. Um ok. I don't think that this equation probably helps us that much. ,1,0,0,0,0,0,0,0
X,"No? Ok let me. Oh shoot ok we're not actually in Word, we're on the internet.",1,0,0,0,0,0,0,0
T,Yeah.,1,0,0,0,0,0,0,0
X,Sorry. ,1,0,0,0,0,0,0,0
T,All good.,1,0,0,0,0,0,0,0
X,Ok ok here we go.,1,0,0,0,0,0,0,0
T,"Um yeah so I just - I mean how yeah I feel like to do any more math than this, we might have to make many many assumptions. ",1,0,0,0,0,0,0,0
X,Ok. So do -,1,0,0,0,0,0,0,0
T,It depends on what kind of - I don't know - I think - it'd be still nice to try to get kind of -,1,0,0,0,0,0,0,0
X,Rough numbers?,1,0,0,0,0,0,0,0
T,- rough numbers for like.,1,0,0,0,0,0,0,0
X,"Well so I think a good number would be to say our compression ratio is ten to one, our um we want the air to be subsonic when it enters the compressor, um uh and then you know beyond that, um I guess if we were looking for like a maximum temperature to go under the into the turbine, we could probably say uh Inconel is probably the best material that we could possibly think of to make the turbine blades out of, so we just look at whatever temperatures that can take, and then that will give us sort of an upper range on how much heat we can really put in there.",0,0,0,0,0,0,1,0
T,Yeah. So how do you spell that?,1,0,0,0,0,0,0,0
X,Inconel. Uh I N Inconel I N C O L - C O N E L. ,1,0,0,0,0,0,0,0
T,Yeah. ,1,0,0,0,0,0,0,0
X,Um. Let's just pick one. Let's do X-750 and see what the temperature range is for that. Um. Let's see so they say it has oxidation resistance up to eighteen hundred degrees Fahrenheit and high strength up to thirteen hundred degrees Fahrenheit. Um. Let's see I don't know if that's gonna be enough for us actually um.,1,0,0,0,0,0,0,0
T,Um. ,1,0,0,0,0,0,0,0
X,So what they actually do in jet engines now is they have um lots of holes drilled in the uh turbine blades - ,1,0,0,0,0,0,0,0
T,Yeah.,1,0,0,0,0,0,0,0
X,- so that they actually get cooled,1,0,0,0,0,0,0,0
T,Yeah.,1,0,0,0,0,0,0,0
X,Um so the thing doesn't actually see those temperatures. Um. ,1,0,0,0,0,0,0,0
T,Right. We talked about that in Materials and Manufacturing I.,1,0,0,0,0,0,0,0
X,Oh nice. Yeah. It's actually really cool cause we're like well how do they get the air through it? And it's like actually it's just a function of like there are holes and then like an opening at the bottom and it's just a pressure difference that.,1,0,0,0,0,0,0,0
T,Yeah. ,1,0,0,0,0,0,0,0
X,Um. Sorry I'm trying to find,1,0,0,0,0,0,0,0
T,All good. ,1,0,0,0,0,0,0,0
X,Find a...,1,0,0,0,0,0,0,0
X,Let's see here. No I don't want a history of Frank Whittle. Just tell me what metals you're using. Uh.,1,0,0,0,0,0,0,0
T,What plane are you basing this off of?,1,0,0,0,0,0,0,0
X,What airplane?,1,0,0,0,0,0,0,0
T,Yeah or like.,1,0,0,0,0,0,0,0
X,Oh I wasn't actually basing it off any,1,0,0,0,0,0,0,0
T,Oh ok. Ok then.  ,1,0,0,0,0,0,0,0
X,- particular one.,1,0,0,0,0,0,0,0
T,Cause I was thinking one way we could do it is just like choose a plane and say like what is the mass.,0,0,1,0,0,0,0,0
X,Yeah.,1,0,0,0,0,0,0,0
T,There might be more data if we - ,1,0,0,0,0,0,0,0
X,"Ok so we - let's say we want a um a current uh so maybe uh let's see is it GE is it the nx? So we probably want like a current engine, right? Cause like the SR-71 thing that we were talking about, that plane's from like 1960-something, so like it's not gonna be recent but um uh is it the Trent 1000 motor? Ok so Rolls-Royce Trent 1000. Let's see what metal they put. So like this is a pretty recent motor. This is um certified in 2007, introduced into the service in 2011. Um. So let's ",0,0,1,0,0,0,0,0
T,Um ok well the highest turbine inlet temperature is apparently one thousand six hundred degrees Celsius. ,0,0,0,0,0,1,0,0
X,Ok so we just need a material that can do that. ,0,0,0,0,0,1,0,0
A,One thousand. ,1,0,0,0,0,0,0,0
T,So below that. ,1,0,0,0,0,0,0,0
X,Ok. ,1,0,0,0,0,0,0,0
T,Um. ,1,0,0,0,0,0,0,0
X,Uh. ,1,0,0,0,0,0,0,0
T,Um. Ok yeah it says ,1,0,0,0,0,0,0,0
X,Let's see here. ,1,0,0,0,0,0,0,0
T,So this says state of the art is about 1800 Kelvin. ,1,0,0,0,0,0,0,0
X,Ok. ,1,0,0,0,0,0,0,0
T,So I guess. But we can probably assume it's below state of the art. ,1,0,0,0,0,0,0,0
X,"Yeah. Well yeah, or actually usually jets are pretty close to state of the art - ",1,0,0,0,0,0,0,0
T,Ok.,1,0,0,0,0,0,0,0
X,"- because because the higher you can get that compression ratio and the temperature, the more efficient you can make the motor, right.",1,0,0,0,0,0,0,0
T,Right.,1,0,0,0,0,0,0,0
X,So um um - oh here we go. High temperature metals for uh let's see here when was this written? ,1,0,0,0,0,0,0,0
T,But also I feel like the maximum temperature doesn't mean it like needs to be the temperature.,1,0,0,0,0,0,0,0
X,Oh yeah because also,1,0,0,0,0,0,0,0
T,We need - cause people might like I guess if you're trying to fly super duper fast.,1,0,0,0,0,0,0,0
X,Yeah. Um.,1,0,0,0,0,0,0,0
T,So I guess just.,1,0,0,0,0,0,0,0
X,"Yeah I mean the best one I could find was one that doesn't oxidize at 1800 degrees, so its surface temperature is up to - so yeah actually that would probably work fine cause it's like well maybe it's not super strong at that temperature, but it's um...",1,0,0,0,0,0,0,0
T,Ok. Um.,1,0,0,0,0,0,0,0
X,Oh Hastelloy X. Uh prolonged service life through 1600 degrees Fahrenheit. That doesn't help us. ,1,0,0,0,0,0,0,0
T,Just a heads up I've gotta go in about like fifteen minutes. ,1,0,0,0,0,0,0,0
X,Ok ok. Well yeah maybe it doesn't matter. We already got our temperature right if that was just whatever the current state of the art is. ,1,0,0,0,0,0,0,0
T,Yeah so state of the art is 1800 Kelvin um we'll likely be below this cause we don't need a max temp.,1,0,0,0,0,0,0,0
A,...max temperature which would be...,1,0,0,0,0,0,0,0
T,Um. So. Hm could we figure out - ,1,0,0,0,0,0,0,0
X,So maybe - ,1,0,0,0,0,0,0,0
T,- pressure.,1,0,0,0,0,0,0,0
X,"- maybe the deal is is that um maybe the deal is is we don't do a ten to one compression ratio maybe we go lower than that because if you assume say 600-degree temperature rise from your fuel, then you'd wanna have 1200 minus 273 divided by 273 so maybe our compression ratio is really something like four to one. ",1,0,0,0,0,0,0,0
T,Ok. ,1,0,0,0,0,0,0,0
X,Um. ,1,0,0,0,0,0,0,0
T,So I'll just say assume compression ratio of four to one.,1,0,0,0,0,0,0,0
X,"Yeah. So we're not terribly efficient, but we won't melt the motor.",1,0,0,0,0,0,0,0
T,Yeah. ,1,0,0,0,0,0,0,0
X,Um. ,1,0,0,0,0,0,0,0
T,Um. Ok. ,1,0,0,0,0,0,0,0
X,I don't know.,1,0,0,0,0,0,0,0
A,[inaudible],1,0,0,0,0,0,0,0
T,So what else do we want to add to this?,1,0,0,0,0,0,0,0
X,I don't know.,1,0,0,0,0,0,0,0
T,Pressure? If we can get some kind of temperature for a pressure - or some kind of value for a pressure that we want. ,1,0,0,0,0,0,0,0
X,Well - ,1,0,0,0,0,0,0,0
T,I mean it's kind of just gonna be whatever it is.,1,0,0,0,0,0,0,0
X,"- so if we're - yeah I mean so we had a diffuser to slow the thing down - slow the stuff down. Um. I don't know I guess we'd have to actually figure out how much pressure we were getting from the air coming in, right? And then and then we say ok we increase that four times.",0,0,0,0,1,0,0,0
T,Yeah.,1,0,0,0,0,0,0,0
X,Right so I mean,1,0,0,0,0,0,0,0
T,So pressure of air in - I mean well but also like are we assuming - do we want to make assumptions of sizes of stuff?,1,0,0,0,0,0,0,0
X,No.,1,0,0,0,0,0,0,0
T,No. ,1,0,0,0,0,0,0,0
X,I don't know. How far do they want us to go with this?,1,0,0,0,0,0,0,0
T,I don't know. It might already be. ,1,0,0,0,0,0,0,0
X,I think cause I feel like we're - ,1,0,0,0,0,0,0,0
T,Yeah.,1,0,0,0,0,0,0,0
X,- I mean I don't know there's a part of me that's like I doubt most people.,1,0,0,0,0,0,0,0
A,Will do this much.,1,0,0,0,0,0,0,0
X,- are gonna get this far.,1,0,0,0,0,0,0,0
T,Yeah.,1,0,0,0,0,0,0,0
X,With it you know.,1,0,0,0,0,0,0,0
T,Yeah ok. ,1,0,0,0,0,0,0,0
X,But also I don't wanna you know stop if we're worried that we don't have enough. I just I can't.,1,0,0,0,0,0,0,0
T,Yeah. ,1,0,0,0,0,0,0,0
X,I mean. ,1,0,0,0,0,0,0,0
T,Yeah. Will depend partly on the cross-sectional area. ,1,0,0,0,0,0,0,0
X,Yeah desired our desired uh aircraft how much drag do we have to overcome. ,1,0,0,0,0,0,0,0
T,Yeah. ,1,0,0,0,0,0,0,0
X,Um. ,1,0,0,0,0,0,0,0
T,Yeah ok I think it's good to leave it at that. ,1,0,0,0,0,0,0,0
X,Just for fun I'm looking to see what the compression ratio is on the YB-70 cause that was a big high-altitude supersonic plane.,1,0,0,0,0,0,0,0
T,Hm. ,1,0,0,0,0,0,0,0
X,Um... YJ...,1,0,0,0,0,0,0,0
X,Ok we're not that far off. I mean they're saying that uh a J58 and a J93 are around like seven to one or eight to one. ,1,0,0,0,0,0,0,0
T,Ok. ,1,0,0,0,0,0,0,0
X,Um. So. I mean,1,0,0,0,0,0,0,0
T,I think that's -,1,0,0,0,0,0,0,0
X,We said four but I bet if we really start running a lot of numbers we might be able to find places that it's actually we could you know do some different things to get the ratio higher.,1,0,0,0,0,0,0,0
T,Yeah. ,1,0,0,0,0,0,0,0
X,And stuff but. ,1,0,0,0,0,0,0,0
T,Ok I mean.,1,0,0,0,0,0,0,0
X,"Unless we're gonna sit down and really crunch numbers, I don't know how much better we can do. ",1,0,0,0,0,0,0,0
T,No. I think I'm fine with this. Um and we've spent an hour and fifteen minutes on it. ,1,0,0,0,0,0,0,0
X,Ok. ,1,0,0,0,0,0,0,0
T,Which is pretty good. Alright. Yeah I'm good with this. ,1,0,0,0,0,0,0,0
X,Andrew?,1,0,0,0,0,0,0,0
T,Anything else to add?,1,0,0,0,0,0,0,0
X,Are you happy with where we're at?,1,0,0,0,0,0,0,0
A,"Um the compressor we left it out at the end, right?",0,0,0,1,0,0,0,0
T,Well no we're saying with a compressor but at certain stages of um - ,0,0,0,1,0,0,0,0
X,Flight.,1,0,0,0,0,0,0,0
T,"- of flight we won't need it, and so - ",1,0,0,0,0,0,0,0
A,"Cause of the diffuser, right? The diffuser does most of the compression.",0,0,0,0,1,0,0,0
X,The diffuser - so let's see - wait I'm sorry say that again.,0,0,0,1,0,0,0,0
A,Um the diffuser will do most of the compression of the air? That's why we don't need the compressor afterwards?,0,0,0,0,1,0,0,0
X,Well so the diffuser slows the air down um.,0,0,0,0,1,0,0,0
A,Which will increase the pressure?,0,0,0,0,0,1,0,0
X,Let's see I think it might actually increase the pressure although now I'm trying to think cause when you think of a compressor right you think like it has to get smaller. ,0,0,0,0,0,1,0,0
T,Mhm. ,1,0,0,0,0,0,0,0
X,Um cause we gotta slow the air down,0,0,0,0,1,0,0,0
T,The compressor's gonna speed it up again. Right?,0,0,0,0,1,0,0,0
X,"Well it's not gonna speed it up, but it's gonna - it's gonna make it go into a smaller volume.",0,0,0,0,0,1,0,0
A,So it'll slow it down. ,0,0,0,0,1,0,0,0
X,Right?,1,0,0,0,0,0,0,0
T,Ok yeah. ,1,0,0,0,0,0,0,0
X,So so I think we still have to have the diffuser but then do we actually have just like another section after it that like compresses? That'd be weird. ,0,0,0,0,0,0,1,0
T,Well.,1,0,0,0,0,0,0,0
X,Like why wouldn't you just do that at the beginning?,0,0,0,1,0,0,0,0
T,Yeah just change the diffuser?,1,0,0,0,0,0,0,0
X,To...,1,0,0,0,0,0,0,0
T,Like alter the dimensions of the diffuser. ,0,0,0,0,0,1,0,0
X,"Oh maybe yeah maybe you could make the diffuser into like something that's more like a nozzle so it shoves the air in pushes it down to a smaller - does that work though? Right because when you... when you run stuff through a nozzle, the pressure at the nozzle is lower. So actually no the diffuser would would be the thing we want, right? Because right cause the nozzle usually speeds the air up going through it.",0,0,0,0,0,0,1,0
T,Yeah. ,1,0,0,0,0,0,0,0
X,"And because the velocity went higher, the -  ",1,0,0,0,0,0,0,0
A,Pressure goes down. ,1,0,0,0,0,0,0,0
X,- pressure goes down. ,1,0,0,0,0,0,0,0
T,Pressure goes down. ,1,0,0,0,0,0,0,0
X,"Whereas we're slowing the velocity down, so I think the pressure might actually go up. That's kinda counterintuitive. ",1,0,0,0,0,0,0,0
T,Yeah I've always found it really counterintuitive. ,1,0,0,0,0,0,0,0
X,Um. ,1,0,0,0,0,0,0,0
T,But I mean is that fine? Like. ,1,0,0,0,0,0,0,0
X,I think I think I mean.,1,0,0,0,0,0,0,0
T,It's fine for the pressure to go up. ,1,0,0,0,0,0,0,0
X,Well we want the pressure to go up.,1,0,0,0,0,0,0,0
T,Yeah we want it to go up.,1,0,0,0,0,0,0,0
X,We want it to go up.,1,0,0,0,0,0,0,0
T,And so.,1,0,0,0,0,0,0,0
X,Um. ,1,0,0,0,0,0,0,0
T,But that means that we probably don't need the compressor because ,0,0,0,1,0,0,0,0
X,No we still wouldn't need the compressor - so we would bypass - so we would have something that would bypass the compressor and just dump the air into the - in to be burned. ,0,0,0,0,0,0,1,0
T,So at any - are we getting rid of the compressor entirely?,0,0,0,1,0,0,0,0
X,No no no cause we can't.,1,0,0,0,0,0,0,0
T,Ok. ,1,0,0,0,0,0,0,0
X,"We can't do it from no speed, right. Like we have to have - we have to be able to work up to the speed but then at some point -",1,0,0,0,0,0,0,0
T,Right so.,1,0,0,0,0,0,0,0
X,- we just close off the compressor and say we don't need that any more. ,1,0,0,0,0,0,0,0
T,Ok so at - basically at high speeds we don't.,1,0,0,0,0,0,0,0
X,Yeah. Yeah. ,1,0,0,0,0,0,0,0
T,Um like when we're at.,1,0,0,0,0,0,0,0
X,When we're cruising. Right when we're cruising speed.,1,0,0,0,0,0,0,0
T,Yeah. At cruising speed we will not need the compressor as the diffuser - oh I always spell that wrong - there will be sufficient to reach the temperature and pressure we need. Um. Ok but up here the - so the diffuser brings velocity of the air down and the temperature up as well as increasing the pressure?,0,0,0,0,0,1,0,0
X,Brings - I'm sorry say that one more time. ,1,0,0,0,0,0,0,0
T,The diffuser brings the velocity of the air down and the temperature up. ,0,0,0,0,0,1,0,0
X,Yes.,1,0,0,0,0,0,0,0
T,As well as,1,0,0,0,0,0,0,0
X,And I think - I think that also the pressure goes up which seems.,0,0,0,0,0,1,0,0
T,Velocity... pressure...,1,0,0,0,0,0,0,0
X,I think that would have to be what would happen.,1,0,0,0,0,0,0,0
X,It's either gonna be a diffuser or a nozzle. It's gonna be one of these two. ,0,0,0,1,0,0,0,0
T,Yeah. Ok. ,1,0,0,0,0,0,0,0
X,Oh look at this. Why have compressors if diffusers can provide high-pressure air at its exit?,0,0,0,1,0,0,0,0
A,Oh. ,1,0,0,0,0,0,0,0
T,That's a question that somebody asked. Ok. So yeah I think we're.,1,0,0,0,0,0,0,0
A,So compressors are -,1,0,0,0,0,0,0,0
T,Alright. ,1,0,0,0,0,0,0,0
X,Cool.,1,0,0,0,0,0,0,0
T,Cool ok. ,1,0,0,0,0,0,0,0
X,Very cool.,1,0,0,0,0,0,0,0
T,Do we feel good?,1,0,0,0,0,0,0,0
X,I think so. I mean from a homework standpoint I'm hoping that that's more than they were looking for.,1,0,0,0,0,0,0,0
T,"Yes. I think we're good. Um ok so I will switch off hold, press Stop and turn -",1,0,0,0,0,0,0,0
X,So long person listening in.,1,0,0,0,0,0,0,0
T,Thank you.,1,0,0,0,0,0,0,0
