Student,Text,No evidence,Target phenomena,Set-up conditions,Entities,Activities,Properties,Organization,Chaining
D,Yeah but the net is -,1,0,0,0,0,0,0,0
B,Isn't the friction the only thing that makes things move?,1,0,0,0,0,0,0,0
D,I mean like yeah you can't move without it. But at the same time -,1,0,0,0,0,0,0,0
A,Yeah but the engine - it's the engine that's making it move. ,0,0,1,0,0,0,0,0
D,It's just like you -,1,0,0,0,0,0,0,0
A,Well yes yes the friction is making it move.,1,0,0,0,0,0,0,0
D,Yeah yeah yeah. Cause you - ,1,0,0,0,0,0,0,0
A,It's the friction making the wheels turn. ,0,0,1,0,0,0,0,0
D,Like if you were on an ice sheet it would just -,1,0,0,0,0,0,0,0
A,But I think it still goes - oh wait. ,1,0,0,0,0,0,0,0
B,I don't think it matters - the sign wouldn't change any of our calculations.,1,0,0,0,0,0,0,0
A,Rolling without slipping. I don't know. Yeah. It will change if it's negative or positive just for that.,1,0,0,0,0,0,0,0
B,Yeah. ,1,0,0,0,0,0,0,0
A,Ok.,1,0,0,0,0,0,0,0
B,I think that should be fine. Let' see if we got the same acceleration.,1,0,0,0,0,0,0,0
A,What did you get?,1,0,0,0,0,0,0,0
B,6.867,1,0,0,0,0,0,0,0
A,Yay.,1,0,0,0,0,0,0,0
B,"Ok. And we know the mass, so we can find the distance - oh so we can find the work from the distance.",1,0,0,0,0,0,0,0
A,We could find the work from the distance it's moving. Um.,1,0,0,0,0,0,0,0
B,What's the distance? 4988.,1,0,0,0,0,0,0,0
A,Yes.,1,0,0,0,0,0,0,0
C,"Oh wait this makes so much sense. I was still confused why it was accelerating, but now it makes sense. Cause the velocity is still gonna be the same.",1,0,0,0,0,0,0,0
D,Yeah. ,1,0,0,0,0,0,0,0
C,Yeah. That makes sense.,1,0,0,0,0,0,0,0
A,Wait we need to - I'm confused what you're doing sorry. ,1,0,0,0,0,0,0,0
B,This is the acceleration.,1,0,0,0,0,0,0,0
A,Yup.,1,0,0,0,0,0,0,0
B,This is the mass. This the distance. So this is just the work. ,1,0,0,0,0,0,0,0
A,Why are we doing the acceleration...? ,1,0,0,0,0,0,0,0
B,This is the force. Force times displacement. ,1,0,0,0,0,0,0,0
D,It's really like they teach you all of physics and like there's no friction and then they're like actually that doesn't let you solve anything. ,1,0,0,0,0,0,0,0
A,Ok. ,1,0,0,0,0,0,0,0
B,The force is the mass times,1,0,0,0,0,0,0,0
A,So isn't the for - so you're assuming the friction times the displacement.,1,0,0,0,0,0,0,0
B,Yes.,1,0,0,0,0,0,0,0
A,Ok. Ok that makes sense. I was like why did we find acceleration then?,1,0,0,0,0,0,0,0
B,I don't know if - I think that's right. I think that's right. ,1,0,0,0,0,0,0,0
D,Um. ,1,0,0,0,0,0,0,0
A,We didn't even need to find acceleration. ,1,0,0,0,0,0,0,0
D,Yeah I don't think you need it.,1,0,0,0,0,0,0,0
B,No we did.,1,0,0,0,0,0,0,0
C,Yeah. ,1,0,0,0,0,0,0,0
B,We do. ,1,0,0,0,0,0,0,0
A,Why?,1,0,0,0,0,0,0,0
B,To get the work.,1,0,0,0,0,0,0,0
A,But you could just do the friction times,1,0,0,0,0,0,0,0
D,Work is force times the,1,0,0,0,0,0,0,0
B,Oh ok that's true.,1,0,0,0,0,0,0,0
C,Oh yeah yeah. ,1,0,0,0,0,0,0,0
A,Ok. ,1,0,0,0,0,0,0,0
C,Cause it's the work done by friction -,1,0,0,0,0,0,0,0
A,That's why I was like wait what are you doing?,1,0,0,0,0,0,0,0
C,- that opposes the work.,1,0,0,0,0,0,0,0
D,Yeah.,1,0,0,0,0,0,0,0
C,Yeah. ,1,0,0,0,0,0,0,0
D,And they're - yeah equal. Right?,1,0,0,0,0,0,0,0
A,Did you get...,1,0,0,0,0,0,0,0
B,2877,1,0,0,0,0,0,0,0
C,Yeah. ,1,0,0,0,0,0,0,0
D,Yes.,1,0,0,0,0,0,0,0
C,In our case. ,1,0,0,0,0,0,0,0
A,No. Wait did you just multiply 9.81 times...,1,0,0,0,0,0,0,0
D,"Something is lost by heat. We're saying it's not, even though this is thermodynamics. ",1,0,0,0,0,0,0,0
A,...8400 - oh I didn't multiply by point seven. That's why. Big number. Yeah 2877.,1,0,0,0,0,0,0,0
B,Yay.,1,0,0,0,0,0,0,0
A,So divide by... 287 megajoules.,1,0,0,0,0,0,0,0
B,Awesome.,1,0,0,0,0,0,0,0
A,Yeah.,1,0,0,0,0,0,0,0
B,And this is already in megajoules.,1,0,0,0,0,0,0,0
A,Wait can we do that? Is work in kilojoules? Yeah.,1,0,0,0,0,0,0,0
D,What are you putting into it?,1,0,0,0,0,0,0,0
B,Work is in joules.,1,0,0,0,0,0,0,0
A,Yeah.,1,0,0,0,0,0,0,0
B,Yup yup. And then we just divide it by 42.2?,1,0,0,0,0,0,0,0
A,So we found - ,1,0,0,0,0,0,0,0
B,I think we just divide it by 42.2.,1,0,0,0,0,0,0,0
A,"Well. You mean - or 30.5. It depends what you want, right?",1,0,0,0,0,0,0,0
B,Yeah it depends. It's asking for a volume amount? So you could just divide by 30. Is it asking for volume? ,1,0,0,0,0,0,0,0
A,Yeah I think so. ,1,0,0,0,0,0,0,0
B,Awesome. ,1,0,0,0,0,0,0,0
A,"So should I just write the change in E equals the change in U plus Q minus W um this is W, there's no Q?",1,0,0,0,0,0,0,0
D,I think we're assuming that nothing's lost to heat. ,1,0,0,0,0,0,0,0
C,Yeah we're assuming there's no heat. ,1,0,0,0,0,0,0,0
B,Um. ,1,0,0,0,0,0,0,0
A,"So then are we assuming that the change in E - ok so we have the work, but I think for the change in E, is that the kinetic energy that we wanted to find?",1,0,0,0,0,0,0,0
B,I think we just need this.,1,0,0,0,0,0,0,0
A,Really?,1,0,0,0,0,0,0,0
B,Yeah. ,1,0,0,0,0,0,0,0
A,Cause that's just saying that the change in E equals,1,0,0,0,0,0,0,0
B,I mean at the beginning and end of this trip it would have zero kinetic energy so I don't really know. ,1,0,0,0,0,0,0,0
A,That's true. Ok.,1,0,0,0,0,0,0,0
B,I think we can just do - ,1,0,0,0,0,0,0,0
A,So are we saying that the change in U equals negative W - but that's the work done to the system.,1,0,0,0,0,0,0,0
D,Which is equal to the work done on - like ,1,0,0,0,0,0,0,0
A,Yeah. So then change in E - I'm just trying to make this more thermo-related - equals W equals 287.7 MJ. ,1,0,0,0,0,0,0,0
D,And then you can just multiply that right by the energy density.,1,0,0,0,0,0,0,0
A,9.42,1,0,0,0,0,0,0,0
D,Liters?,1,0,0,0,0,0,0,0
A,Yeah.,1,0,0,0,0,0,0,0
D,"I did like a gut check for if it was like 30 miles per gallon fuel, which I feel like is normal, and it said it would be point 4 liters. But like we have pretty different numbers. It's not like absurd.",1,0,0,0,0,0,0,0
A,We didn't use thirty at all.,1,0,0,0,0,0,0,0
D,No no no I just like for like what a car would be.,1,0,0,0,0,0,0,0
A,"No yeah yeah yeah. But I don't know why - like we - I mean we didn't need to use that, which yeah that makes sense. ",1,0,0,0,0,0,0,0
B,The constant speed.,1,0,0,0,0,0,0,0
D,Cause - ,1,0,0,0,0,0,0,0
A,So did you get 9 point?,1,0,0,0,0,0,0,0
B,Yup.,1,0,0,0,0,0,0,0
D,Ok. I feel like that's not like absurdly outside of the range. ,1,0,0,0,0,0,0,0
B,Yeah. There are a lot of people.,1,0,0,0,0,0,0,0
D,I just wanted to check if it was like - if it was gasoline like roughly how much would it - ,1,0,0,0,0,0,0,0
B,Yeah. ,1,0,0,0,0,0,0,0
A,Yeah. Yeah. ,1,0,0,0,0,0,0,0
D,- how much gasoline would you need. Assuming like a fuel efficiency of thirty cause I feel like that's pretty average for like - actually that's pretty high. Yeah maybe it'd be more like twenty but still.,0,1,0,0,0,0,0,0
A,"Wait we didn't - we didn't say like a fuel efficiency at all, so should we say that ",1,0,0,0,0,0,0,0
D,Didn't we with the engine efficiency? Did we use that?,1,0,0,0,0,0,0,0
C,Yeah. ,1,0,0,0,0,0,0,0
A,No. We did not use that.,1,0,0,0,0,0,0,0
C,So I think we should assume that the fuel - if you put in that much fuel -,0,0,0,1,0,0,0,0
D,You would actually get out.,1,0,0,0,0,0,0,0
C,- only point four of that is coming in. ,1,0,0,0,0,0,0,0
A,So I need to multiply it by one point four then.,1,0,0,0,0,0,0,0
C,Point four. ,1,0,0,0,0,0,0,0
B,Divide?,1,0,0,0,0,0,0,0
D,No I think 1 minus point four. Wait wait.,1,0,0,0,0,0,0,0
A,"Wait only point four is actually coming out, so I need more liters.",1,0,0,0,0,0,0,0
D,"Yeah, so it should be bigger.",1,0,0,0,0,0,0,0
B,Divide it by point four?,1,0,0,0,0,0,0,0
C,Oh divide the final answer.,1,0,0,0,0,0,0,0
D,Divide it yeah yeah yeah. Bigger. We want bigger. So it's gonna be even more. ,1,0,0,0,0,0,0,0
A,"Yeah it's gonna be 24, 23.",1,0,0,0,0,0,0,0
C,Liters?,1,0,0,0,0,0,0,0
B,I'll take it.,1,0,0,0,0,0,0,0
A,Liters yeah.,1,0,0,0,0,0,0,0
D,It's like fine. If - ,1,0,0,0,0,0,0,0
C,How much is [indistinguishable],1,0,0,0,0,0,0,0
D,"Well I did if just as a gut check like if it was like at thirty miles per gallon it would be like half a liter like efficiency going three miles, like you'd only use half a liter of gasoline. So I think we're off, but like not wildly.",1,0,0,0,0,0,0,0
C,Wildly. It's ok. I mean - ,1,0,0,0,0,0,0,0
D,Like You know several orders of magnitude but.,1,0,0,0,0,0,0,0
C,I'm sure - I'm sure this vegetable oil fuel isn't great. ,0,0,0,1,0,0,0,0
B,Yeah.,1,0,0,0,0,0,0,0
C,"Like I mean it's great for the planet, but not great for like efficiency-wise.",1,0,0,0,0,0,0,0
D,Yeah. Yeah. I'm pretty sure it's almost the same as gasoline but like it's fine.,1,0,0,0,0,0,0,0
C,Really?,1,0,0,0,0,0,0,0
D,Yeah. If I remember correctly. It depends on how you concentrate it I think? Cause it's like if the processing - ,1,0,0,0,0,0,0,0
C,I'm sure it can be.,1,0,0,0,0,0,0,0
D,Yeah you have to like process it first. ,1,0,0,0,0,0,0,0
C,I don't know if like this number they're giving you is the same as like what you would get if you like professionally made.,1,0,0,0,0,0,0,0
D,Right.,1,0,0,0,0,0,0,0
C,I don't know maybe this is the value they got from like students like using vegetable oil.,1,0,0,0,0,0,0,0
D,Right. Also we made a ton of assumptions.,1,0,0,0,0,0,0,0
C,Yeah. ,1,0,0,0,0,0,0,0
D,I just wanna make sure - ,1,0,0,0,0,0,0,0
C,Every single thing we did was an assumption. ,1,0,0,0,0,0,0,0
D,- it wasn't like insane.,1,0,0,0,0,0,0,0
C,Yeah.,1,0,0,0,0,0,0,0
D,Which I feel like it's not.,1,0,0,0,0,0,0,0
C,How do we end it?,1,0,0,0,0,0,0,0
A,Yeah I don't know. ,1,0,0,0,0,0,0,0
D,Does it say on the instructions?,1,0,0,0,0,0,0,0
A,Yeah it does. ,1,0,0,0,0,0,0,0
C,I think it's like hold it or - again. ,1,0,0,0,0,0,0,0
B,Press stop. ,1,0,0,0,0,0,0,0
D,Oh switch off the hold.,1,0,0,0,0,0,0,0
C,How do you switch off the hold?,1,0,0,0,0,0,0,0
D,Lead student you got this. ,1,0,0,0,0,0,0,0
A,Sweet. ,1,0,0,0,0,0,0,0
B,Yeah just push that.,1,0,0,0,0,0,0,0
A,Yeah.,1,0,0,0,0,0,0,0
B,And then press -,1,0,0,0,0,0,0,0
